-,-,-
-1034, 946, 968
-956, 1127, 258
-1105, 983, -98
-1205, 805, 203
-936, 728, 438
-716, 512, 537
-716, 512, 537
-447, 174, 444
20, -132, 585
214, -540, 645
176, -1110, 513
181, -1506, 675
170, -1739, 832
80, -1653, 1009
-,-,-
-1009, 798, 336
-878, 832, 372
-878, 832, 372
-596, 784, 463
-649, 559, 380
-791, 292, 482
-582, 181, 505
-165, -20, 449
158, -434, 222
158, -434, 222
7, -845, 394
-170, -1142, 964
-52, -1393, 1003
-211, -1823, 683
-274, -1820, 632
-416, -1664, 601
-320, -1293, 710
-,-,-
-1132, 908, 939
-1358, 940, 243
-1129, 1061, 286
-886, 1237, 204
-1033, 896, 251
-801, 652, 288
-422, 529, 432
-422, 529, 432
-229, 231, 438
-261, -176, 475
-170, -531, 851
-55, -958, 886
-96, -1263, 537
-,-,-
-889, 1000, 637
-1024, 1005, 552
-1448, 1119, 617
-1037, 1387, 577
-652, 1241, 239
-779, 887, 293
-779, 887, 293
-699, 561, 380
-304, 406, 690
-184, -104, 743
-220, -392, 1075
-194, -708, 879
-209, -1187, 162
-48, -1565, 25
-146, -1975, 275
-247, -1998, 850
-218, -1987, 1212
-139, -1695, 1196
-,-,-
-919, 1548, 851
-1279, 1819, 865
-1453, 1852, 416
-757, 1983, 222
-757, 1983, 222
-499, 1461, 347
-515, 694, 447
38, 339, 667
340, -466, 592
438, -1142, 428
-4, -1721, 468
-247, -1982, 625
115, -1975, 664
72, -1975, 507
72, -1998, 507
-102, -1900, 1039
-,-,-
-1112, 1478, 934
-901, 1952, 857
-1021, 1997, 818
-991, 1818, 632
-466, 1318, 648
-466, 1318, 648
-155, 631, 517
106, 130, 290
255, -584, 1
370, -1200, -139
570, -1874, 241
543, -1998, 988
104, -1998, 1155
114, -1998, 1535
-,-,-
-740, 854, 779
-947, 1342, 811
-1454, 1618, 674
-1410, 1967, 352
-843, 1929, 350
-832, 1460, 514
-275, 1026, 565
163, 376, 569
128, -479, 555
30, -1172, 548
210, -1707, 208
210, -1707, 208
70, -1998, 321
-156, -1998, 285
16, -1998, 1113
-,-,-
-1071, 1551, 1226
-1234, 1776, 1007
-609, 1899, 793
-492, 1491, 790
-492, 1491, 790
-461, 990, 954
-116, 593, 707
-18, -52, 449
356, -819, 380
542, -1435, 407
483, -1986, 132
536, -1998, 348
288, -1994, 587
-,-,-
-192, 1481, 1260
-192, 1481, 1260
-243, 1841, 1539
-432, 1528, 1693
-231, 1109, 1270
60, 907, 745
-79, 413, 269
-134, -102, 205
-171, -698, 575
274, -1219, 496
330, -1856, 484
480, -1998, 935
645, -1998, 1313
548, -1997, 1167
-,-,-
-840, 1526, 757
-493, 1522, 824
-479, 1276, 886
-479, 1276, 886
-352, 1052, 904
-325, 858, 963
-319, 385, 677
-229, -189, 214
-66, -643, 222
305, -1248, 164
-91, -1939, 632
-356, -1998, 1189
61, -1998, 1400
322, -1940, 1410
-,-,-
-827, 1150, 678
-669, 1295, 680
-975, 1154, 588
-1098, 1273, 563
-611, 1396, 644
-604, 956, 625
-530, 726, 852
-403, 498, 956
-403, 498, 956
-433, 135, 983
-367, -289, 867
-193, -715, 505
-72, -1230, 142
-195, -1828, 106
-264, -1998, 484
-264, -1998, 611
-,-,-
-601, 1431, 957
-662, 1941, 960
-1045, 1993, 861
-1234, 1748, 636
-728, 1420, 465
-234, 919, 263
-234, 919, 263
-111, 183, 361
-244, -814, 698
8, -1541, 736
145, -1984, 579
-38, -1998, 692
-,-,-
-1000, 1052, 586
-897, 1500, 516
-1211, 1737, 477
-1350, 1736, 365
-822, 1522, 540
-497, 987, 851
-391, 422, 881
35, 42, 1017
35, 42, 1017
-42, -713, 941
22, -1085, 959
147, -1483, 476
-107, -1963, 368
-317, -1998, 679
-,-,-
-861, 1420, 716
-1125, 1807, 459
-1312, 1876, 597
-1547, 1460, 387
-1249, 1214, 337
-549, 1000, 427
-225, 368, 490
-47, -354, 757
24, -926, 989
132, -1452, 842
170, -1810, 777
-115, -1995, 845
-382, -1957, 1029
-,-,-
-1005, 1607, 582
-1168, 1825, 122
-1172, 1698, 281
-729, 1369, 166
-476, 777, 254
-123, 297, 746
91, -472, 1190
91, -472, 1190
111, -1035, 1439
27, -1762, 828
31, -1998, 487
-,-,-
-839, 997, 637
-902, 1121, 318
-1079, 1433, 533
-1200, 1780, 704
-735, 1904, 591
-385, 1552, 596
-423, 850, 555
-243, 243, 645
-52, -303, 765
-52, -303, 765
-27, -890, 1188
87, -1165, 465
54, -1663, 400
-158, -1998, 641
-,-,-
-697, 1301, 635
-697, 1301, 635
-702, 1570, 723
-1231, 1273, 516
-836, 1285, 323
-637, 1140, 470
-649, 736, 369
-252, 455, 466
-61, -254, 445
263, -748, 959
419, -1383, 915
-152, -1910, 629
-595, -1998, 861
-358, -1876, 1306
-344, -1637, 1333
-484, -1533, 1244
-,-,-
-589, 1191, 239
-298, 1026, 244
-298, 1026, 244
-301, 849, 272
-659, 432, 386
-420, 218, 925
-311, -306, 807
-4, -678, 736
373, -842, 694
-232, -1639, 645
-1042, -1998, 492
-305, -1431, 956
1177, -794, 1917
-,-,-
-805, 1192, 602
-748, 952, 535
-370, 801, 672
-385, 642, 814
-385, 642, 814
-540, 570, 735
-433, 459, 473
-472, 65, 279
-309, -315, 217
133, -571, 244
222, -683, 471
-337, -1069, 818
-337, -1069, 818
-447, -1188, 1137
-263, -1438, 1379
-357, -1584, 1181
-261, -1561, 1029
-,-,-
-702, 828, 277
-348, 695, 7
-569, 273, 446
-1129, 80, 496
-688, 347, 826
-554, 44, 809
-554, 44, 809
-472, -408, 641
88, -629, 548
310, -894, 543
-70, -1297, 747
-367, -1590, 899
-,-,-
-952, 1196, 668
-860, 1163, 51
-715, 1075, 236
-802, 815, 88
-837, 668, 326
-837, 668, 326
-809, 447, 370
-622, 453, 620
-693, 109, 627
-663, -155, 859
-561, -529, 705
81, -666, 682
492, -1084, 671
150, -1528, 894
150, -1528, 894
-,-,-
-877, 1231, 617
-894, 1366, 514
-936, 1297, 406
-1002, 1188, 328
-992, 1018, 221
-747, 878, 387
-445, 699, 600
-445, 699, 600
-349, 320, 849
-381, -292, 843
-124, -686, 980
-36, -972, 942
-111, -1189, 1250
-153, -1327, 1055
-,-,-
-650, 1299, 441
-820, 1511, 749
-1265, 1366, 644
-1126, 1151, 192
-353, 1189, 352
-353, 1189, 352
-408, 716, 422
-727, 299, 573
-479, 196, 785
-409, -245, 682
-249, -612, 662
-184, -1011, 530
-295, -1558, 554
-275, -1938, 636
-210, -1998, 809
-,-,-
-666, 1187, 1005
-630, 1345, 358
-979, 1178, 465
-1133, 962, 333
-812, 764, 435
-623, 599, 486
-623, 599, 486
-635, 378, 612
-587, 74, 574
-356, -339, 385
-46, -758, 484
-74, -1294, 599
45, -1421, 824
-70, -1688, 938
-70, -1688, 938
-419, -1929, 899
-,-,-
-1090, 1424, 661
-1090, 1424, 661
-912, 1539, 490
-1051, 1331, 272
-1129, 1257, 209
-825, 1016, 198
-507, 741, 439
-303, 310, 604
-145, -250, 731
-149, -859, 877
13, -1027, 1235
57, -1317, 1174
-3, -1655, 1158
-,-,-
-847, 1260, 691
-806, 1686, 586
-1030, 1744, 547
-1140, 1320, 393
-849, 916, 38
-266, 928, 574
-213, 326, 725
-103, 326, 996
-103, -80, 996
-290, -750, 886
-353, -988, 884
-260, -1243, 1039
-340, -1504, 1224
-350, -1538, 1458
-175, -1515, 1402
-262, -1389, 1165
-356, -1114, 892
-,-,-
-926, 1320, 656
-865, 1781, 675
-1060, 1969, 526
-1448, 1574, 199
-1061, 1388, 58
-605, 997, 170
-91, 526, 428
-116, -259, 630
-158, -940, 1217
116, -1196, 1206
213, -1447, 1007
-,-,-
-640, 1428, 183
-640, 1428, 183
-813, 1644, 449
-1215, 1557, 426
-985, 1438, 372
-512, 1305, 520
-154, 862, 653
-289, 222, 637
-575, -421, 648
-348, -767, 1014
-218, -1347, 1016
-188, -1762, 787
-322, -1752, 779
-416, -1996, 1120
-420, -1832, 1157
-432, -1543, 982
-,-,-
-678, 1863, 625
-678, 1863, 625
-1080, 1993, 608
-1722, 1645, 659
-1408, 1089, 224
-217, 950, 211
245, 541, 548
-38, -215, 486
-288, -970, 567
-252, -1335, 999
-180, -1420, 1003
-,-,-
-735, 1498, 208
-735, 1498, 208
-787, 1776, 632
-1134, 1403, 502
-1233, 1138, 350
-647, 1169, 522
-312, 904, 664
-257, 503, 891
-310, -87, 1132
-465, -540, 1017
-439, -812, 1009
-132, -1044, 972
12, -1441, 1039
-,-,-
-1100, 1843, 1048
-845, 1997, 397
-949, 1878, 399
-1115, 1298, 547
-861, 675, 605
-124, 227, 815
-124, 227, 815
97, -259, 753
106, -933, 751
284, -1434, 732
51, -1909, 836
-,-,-
-842, 1919, 597
-842, 1919, 597
-884, 1997, 600
-1224, 1822, 641
-1069, 1481, 576
-690, 1142, 535
-132, 815, 695
51, 54, 684
85, -918, 886
107, -1623, 871
107, -1623, 871
-1, -1998, 962
-,-,-
-1171, 1691, 854
-1084, 1889, 717
-1014, 1747, 568
-963, 1319, 506
-774, 854, 485
-774, 854, 485
-154, 476, 673
39, -192, 627
-89, -931, 612
30, -1373, 738
-34, -1793, 696
-,-,-
-943, 1928, 597
-852, 1985, 497
-892, 1645, 623
-840, 867, 577
-499, 203, 603
29, -95, 606
245, -591, 670
245, -591, 670
339, -1154, 843
-,-,-
-852, 1392, 881
-932, 1616, 881
-960, 1560, 800
-809, 1237, 544
-698, 797, 288
-559, 522, 400
-283, 301, 631
-100, -263, 585
55, -844, 534
130, -1350, 674
130, -1350, 674
-266, -1887, 811
-782, -1998, 1238
-,-,-
-1075, 1470, 760
-1279, 1659, 477
-1302, 1542, 367
-947, 1282, 456
-947, 1282, 456
-604, 809, 701
-474, 260, 984
-247, 13, 1189
-103, -480, 1052
114, -1282, 626
345, -1923, 347
-,-,-
-915, 1452, 320
-924, 1732, 717
-1093, 1768, 800
-1385, 1392, 485
-942, 1213, 335
-391, 1040, 447
-155, 512, 601
-142, -213, 523
-53, -832, 655
28, -1190, 1135
101, -1459, 1207
-202, -1894, 1244
-,-,-
-967, 1225, 157
-1082, 1383, 561
-874, 1453, 465
-1092, 1374, 578
-1024, 1252, 647
-679, 1163, 667
-551, 904, 612
-629, 609, 669
-563, 329, 866
-310, -173, 1174
-171, -584, 1141
-219, -952, 791
-158, -1448, 507
-166, -1865, 491
-,-,-
-1087, 1473, 479
-894, 1667, 765
-867, 1570, 554
-1138, 1301, 414
-1004, 1116, 400
-371, 913, 601
-294, 471, 772
-418, -20, 835
-418, -20, 835
-166, -473, 1043
65, -825, 1032
19, -1285, 830
-329, -1920, 985
-680, -1998, 1255
-,-,-
-1219, 1642, 195
-1059, 1961, 387
-1033, 1827, 488
-1248, 1369, 500
-813, 1280, 665
-529, 1015, 675
-529, 1015, 675
-388, 517, 568
-276, -29, 412
-97, -678, 706
41, -1302, 1108
-120, -1900, 1314
-164, -1998, 1699
-291, -1998, 1617
-,-,-
-1226, 1297, 746
-1023, 1652, 649
-1067, 1799, 448
-1399, 1536, 554
-1131, 1294, 521
-373, 991, 692
-365, 249, 857
-295, -278, 870
-98, -816, 877
-22, -1268, 1130
-203, -1876, 1053
-312, -1998, 1069
-466, -1998, 1168
-,-,-
-1409, 1369, 870
-1682, 1805, 867
-1441, 1904, 294
-1290, 1484, 123
-954, 989, 247
-346, 605, 607
-301, 90, 930
-303, -557, 1008
63, -990, 931
210, -1320, 805
210, -1320, 805
155, -1600, 879
16, -1794, 1031
-,-,-
-1104, 1029, 530
-1097, 1340, 558
-1208, 1286, 423
-1325, 1260, 415
-1070, 1369, 404
-705, 1301, 376
-722, 882, 280
-515, 622, 446
-297, 142, 791
-189, -520, 1065
145, -1045, 1066
79, -1384, 1253
79, -1384, 1253
-363, -1830, 1525
-755, -1998, 1770
-702, -1891, 1543
-,-,-
-1050, 1555, 708
-910, 1752, 523
-1370, 1346, 467
-1450, 1002, 456
-853, 939, 572
-386, 668, 756
-386, 668, 756
-287, 156, 939
-211, -293, 1043
-85, -769, 859
-200, -1037, 858
-110, -1244, 1081
-111, -1609, 1195
-286, -1946, 1271
-346, -1982, 1173
-,-,-
-1193, 1990, 808
-1193, 1990, 808
-1131, 1891, 636
-1074, 1331, 414
-899, 717, 552
-367, 316, 750
65, -256, 1088
4, -758, 1172
60, -1345, 794
183, -1692, 966
-,-,-
-1117, 1733, 391
-1135, 1873, 238
-1269, 1454, 302
-1269, 1454, 302
-1101, 1137, 333
-672, 962, 611
-294, 663, 799
-400, 18, 995
-337, -499, 1209
22, -897, 1408
65, -1213, 1333
-115, -1498, 893
-,-,-
-556, 1152, 738
-871, 1174, 859
-871, 1174, 859
-1341, 1008, 891
-1051, 913, 946
-300, 833, 800
-293, 503, 787
-541, -99, 796
-427, -561, 754
-336, -881, 1036
-191, -1019, 978
-99, -1330, 737
-195, -1751, 529
-,-,-
-1005, 1320, 558
-1070, 1347, 751
-1039, 1084, 659
-885, 867, 707
-620, 660, 838
-452, 347, 888
-452, 347, 888
-433, 11, 1079
-376, -331, 940
-181, -582, 1032
-96, -993, 1001
-117, -1349, 1130
-,-,-
-1164, 1281, -70
-1220, 1374, 195
-1509, 1432, 468
-1322, 1469, 617
-835, 1266, 787
-715, 814, 808
-753, 513, 834
-701, 297, 904
-508, 28, 917
-134, -166, 812
-257, -510, 966
-257, -510, 966
-465, -738, 1179
-584, -1026, 1221
-466, -1279, 1263
-393, -1437, 938
-,-,-
-955, 1533, 671
-1017, 1738, 647
-1212, 1412, 655
-1263, 786, 448
-750, 562, 554
-321, 323, 833
-250, -84, 1005
-283, -525, 942
-7, -732, 1130
-7, -732, 1130
-,-,-
-904, 1369, 419
-904, 1369, 419
-1259, 1471, 525
-1467, 1355, 555
-955, 1270, 542
-507, 1081, 555
-581, 735, 533
-709, 372, 621
-563, 45, 816
-382, -299, 918
-127, -538, 951
-104, -872, 950
-259, -1316, 1201
-,-,-
-1214, 1646, 469
-1214, 1646, 469
-904, 1547, 466
-991, 1087, 365
-1062, 814, 418
-614, 716, 634
-385, 352, 814
-457, -64, 1092
-442, -453, 1046
-163, -718, 1052
-172, -1049, 953
-368, -1410, 907
-,-,-
-1017, 1729, 787
-786, 1922, 671
-1374, 1352, 730
-1271, 892, 551
-406, 849, 622
-406, 849, 622
-391, 423, 730
-401, -44, 689
-172, -354, 577
-25, -666, 816
-85, -1030, 940
-206, -1471, 940
-,-,-
-1088, 1528, 390
-1122, 1768, 453
-1013, 1602, 508
-831, 1081, 432
-625, 637, 510
-475, 306, 769
-302, -36, 1106
-262, -528, 1008
-78, -775, 1184
-,-,-
-1214, 1619, 421
-1278, 1719, 415
-1112, 1647, 346
-788, 1507, 297
-726, 1255, 343
-649, 991, 441
-532, 697, 675
-532, 697, 675
-496, 236, 896
-304, -233, 1093
-37, -700, 1367
76, -1329, 1356
-24, -1733, 1540
-,-,-
-731, 1528, 129
-726, 1908, 247
-1282, 1635, 532
-1232, 1054, 604
-685, 669, 797
-628, 358, 954
-527, -10, 978
-527, -10, 978
-310, -367, 849
-327, -709, 890
-292, -932, 855
-389, -1387, 929
-,-,-
-882, 1433, 33
-1246, 1662, 429
-1242, 1583, 395
-754, 1301, 449
-615, 961, 594
-638, 642, 804
-597, 184, 924
-455, -281, 981
-262, -602, 907
-262, -602, 907
-182, -970, 771
-238, -1292, 1132
-,-,-
-938, 1441, 378
-987, 1646, 558
-1138, 1568, 677
-1271, 1237, 688
-900, 1073, 810
-385, 800, 782
-193, 256, 796
-99, -299, 870
106, -740, 972
244, -1309, 832
-,-,-
-698, 1463, 531
-1025, 1629, 669
-1484, 1582, 662
-1184, 1495, 592
-607, 1377, 460
-433, 1034, 556
-443, 567, 742
-380, 63, 1111
-380, 63, 1111
-229, -327, 1315
11, -681, 1196
0, -1190, 1040
-,-,-
-944, 1476, 192
-875, 1862, 366
-1006, 1862, 266
-1115, 1414, 245
-814, 1112, 203
-283, 920, 395
-252, 466, 778
-334, -145, 1047
-87, -452, 1351
-150, -789, 1305
-248, -1164, 1146
-397, -1420, 1157
-,-,-
-1138, 1735, 627
-764, 1678, 439
-515, 1299, 388
-979, 843, 569
-826, 540, 683
-103, 257, 842
-103, 257, 842
-51, -229, 992
-94, -854, 1065
-143, -1251, 1412
-,-,-
-927, 1592, -151
-1023, 1697, 184
-1206, 1737, 111
-1220, 1579, 308
-916, 1350, 518
-480, 1176, 677
-467, 852, 827
-628, 327, 898
-579, -208, 893
-297, -496, 1130
-296, -871, 1155
-393, -1354, 1208
-478, -1531, 1516
-,-,-
-832, 1524, 593
-973, 1742, 691
-963, 1832, 690
-983, 1441, 571
-1046, 1063, 545
-751, 866, 612
-290, 645, 840
-170, 95, 899
-197, -595, 912
52, -1162, 905
52, -1162, 905
9, -1642, 966
-,-,-
-883, 1822, 835
-424, 1909, 667
-690, 1597, 640
-1140, 957, 655
-964, 651, 883
-964, 651, 883
-289, 534, 936
-50, 0, 933
-122, -617, 804
75, -1024, 847
17, -1643, 761
-,-,-
-696, 1531, 831
-907, 1494, 767
-1033, 1224, 463
-893, 1035, 461
-551, 906, 497
-274, 546, 674
-154, -10, 910
-67, -624, 872
-123, -1302, 717
-165, -1632, 950
-,-,-
-732, 1668, 619
-736, 1678, 554
-962, 1231, 39
-859, 1089, 190
-472, 1006, 632
-332, 531, 737
-332, 531, 737
-250, 68, 895
-39, -269, 1189
-32, -753, 847
-63, -1547, 822
43, -1778, 584
-,-,-
-596, 1703, 468
-1050, 1703, 483
-1050, 1677, 483
-1344, 1174, 483
-890, 985, 482
-415, 758, 620
-238, 505, 790
-86, 26, 897
-45, -420, 977
-261, -1100, 820
-325, -1486, 961
-,-,-
-1079, 1511, 688
-898, 1512, 645
-719, 1243, 469
-716, 946, 434
-635, 758, 469
-393, 481, 441
-335, 9, 666
-335, 9, 666
-326, -556, 642
290, -776, 903
419, -1247, 1137
-,-,-
-1118, 1504, 518
-990, 1675, 608
-1005, 1692, 615
-1025, 1383, 500
-774, 1008, 491
-774, 1008, 491
-448, 904, 691
-484, 676, 789
-500, 318, 948
-320, -96, 919
-41, -460, 998
-5, -1001, 897
-133, -1578, 950
-324, -1967, 978
-,-,-
-841, 1645, 904
-841, 1645, 904
-976, 1463, 844
-812, 1100, 678
-693, 714, 556
-361, 550, 818
-141, 194, 733
-244, -527, 711
-242, -980, 596
-120, -1176, 768
-,-,-
-668, 1443, 726
-426, 1530, 512
-651, 1349, 499
-986, 865, 562
-839, 656, 727
-839, 656, 727
-379, 673, 1001
-359, 281, 1124
-216, -158, 1235
34, -548, 1016
-124, -1203, 672
-,-,-
-795, 1380, 828
-329, 1338, 716
-411, 1338, 363
