-,-,-
-679, 128, 582
-590, 150, 752
-590, 150, 752
-661, 110, 694
-724, 95, 724
-697, 130, 763
-672, 151, 759
-710, 131, 767
-773, 127, 787
-773, 127, 787
-697, 187, 759
-,-,-
-774, 12, 643
-764, 9, 632
-764, 9, 632
-747, 18, 635
-728, 44, 662
-791, 3, 705
-791, 3, 705
-777, 2, 681
-730, 26, 641
-743, 25, 605
-792, 8, 616
-792, 8, 616
-787, 14, 644
-750, 32, 648
-748, 30, 646
-773, 15, 644
-773, 15, 644
-767, 13, 641
-758, 12, 650
-752, 16, 657
-753, 16, 656
-770, 17, 654
-770, 17, 654
-777, 16, 645
-748, 22, 629
-765, 24, 637
-792, 14, 647
-792, 14, 647
-772, 18, 645
-770, 20, 639
-791, 14, 635
-785, 14, 640
-785, 14, 640
-781, 18, 652
-793, 6, 651
-788, 4, 642
-772, 12, 637
-772, 12, 637
-783, 13, 618
-830, 19, 615
-863, 1, 635
-864, -24, 692
-782, -85, 668
-782, -85, 668
-592, -145, 650
-403, -206, 668
-315, -266, 779
-264, -355, 950
-115, -338, 1142
-208, -321, 1193
-465, -261, 1093
-549, -132, 903
-614, 68, 703
-667, 319, 646
-886, 466, 527
-886, 466, 527
-1157, 645, 391
-1297, 823, 186
-1327, 1037, -76
-1336, 1181, -162
-1473, 1126, -61
-1484, 986, 237
-1134, 889, 498
-770, 828, 897
-847, 491, 1038
-857, 159, 1245
-605, -11, 1295
-211, -83, 1149
116, -135, 900
116, -135, 900
73, -297, 885
-110, -555, 945
-1, -770, 1111
310, -798, 1162
504, -777, 1185
470, -695, 1224
215, -533, 1294
-57, -304, 1351
-190, -58, 1172
-190, -58, 886
-282, 289, 886
-604, 630, 782
-966, 861, 652
-1150, 1112, 306
-1358, 1291, 172
-1589, 1394, 52
-1788, 1346, 55
-1748, 1149, 158
-1365, 1012, 336
-954, 897, 540
-783, 737, 766
-904, 455, 911
-904, 455, 911
-887, 221, 1014
-459, 75, 1155
-11, -68, 1155
157, -249, 1364
186, -494, 1311
230, -671, 1160
329, -806, 873
518, -792, 758
518, -792, 758
585, -672, 944
434, -477, 1110
1, -240, 1212
-566, -40, 1286
-658, 160, 1037
-671, 383, 896
-750, 571, 668
-857, 747, 446
-857, 747, 446
-1089, 930, 318
-1392, 1044, 254
-1719, 1171, 149
-1881, 1169, 152
-1619, 1115, 190
-1366, 991, 383
-1325, 823, 545
-1216, 653, 743
-928, 506, 989
-551, 355, 1246
-327, 76, 1372
-110, -109, 1272
333, -217, 1027
333, -217, 1027
524, -482, 929
377, -785, 665
235, -900, 626
287, -795, 680
282, -631, 707
135, -484, 661
-,-,-
-1049, 74, 404
-884, 54, 404
-794, 5, 320
-952, 45, 335
-1106, 103, 399
-960, 147, 430
-960, 147, 430
-804, 159, 415
-781, 148, 442
-913, 144, 406
-1018, 191, 403
-949, 257, 368
-887, 292, 385
-917, 296, 436
-1053, 309, 418
-1053, 309, 418
-1132, 329, 387
-1072, 364, 412
-1089, 360, 432
-1068, 385, 511
-1121, 375, 565
-1137, 380, 614
-1132, 360, 665
-1078, 303, 665
-1087, 231, 606
-1048, 180, 527
-986, 119, 550
-986, 119, 550
-1001, 16, 601
-1034, -124, 669
-943, -264, 699
-792, -404, 695
-799, -509, 711
-837, -577, 725
-780, -586, 683
-646, -599, 644
-666, -640, 621
-678, -612, 634
-641, -568, 616
-633, -543, 570
-633, -543, 570
-603, -487, 560
-604, -466, 584
-579, -457, 580
-588, -422, 526
-609, -369, 460
-606, -308, 396
-595, -247, 345
-583, -188, 324
-625, -119, 333
-689, -54, 338
-707, 20, 368
-707, 20, 368
-785, 42, 392
-818, 48, 405
-777, 94, 450
-785, 149, 455
-947, 184, 413
