-,-,-
-851, -266, 471
-750, -234, 557
-715, -261, 603
-715, -261, 603
-699, -293, 650
-682, -269, 674
-699, -259, 694
-760, -259, 704
-739, -203, 691
-664, -193, 662
-693, -231, 656
-697, -247, 643
-680, -260, 615
-678, -255, 602
-715, -248, 628
-773, -244, 697
-758, -221, 749
-758, -221, 749
-694, -198, 709
-709, -202, 685
-730, -218, 681
-742, -241, 711
-707, -246, 728
-657, -220, 747
-606, -231, 744
-571, -258, 705
-492, -278, 658
-421, -246, 634
-324, -176, 607
-291, -73, 580
-291, -73, 580
-384, 54, 598
-448, 184, 614
-456, 291, 607
-610, 366, 679
-770, 464, 708
-1006, 483, 650
-1112, 521, 546
-1112, 521, 546
-1126, 539, 540
-1137, 525, 643
-1233, 446, 728
-1197, 413, 744
-1178, 386, 727
-1258, 314, 758
-1072, 286, 835
-837, 168, 1032
-788, 37, 1111
-847, -119, 1080
-775, -197, 1018
-443, -281, 905
-219, -386, 821
-219, -386, 821
-355, -559, 831
-347, -530, 853
-215, -493, 807
-164, -479, 849
-153, -421, 944
-161, -431, 940
-188, -398, 864
-185, -345, 742
-264, -313, 643
-286, -235, 593
-369, -180, 613
-452, -129, 695
-488, -51, 735
-488, -51, 735
-559, -14, 739
-627, 2, 725
-680, 23, 687
-,-,-
-772, -125, 563
-805, -123, 632
-790, -172, 554
-867, -204, 560
-872, -165, 595
-820, -135, 604
-789, -121, 607
-789, -121, 607
-805, -169, 585
-820, -199, 589
-795, -215, 583
-728, -201, 583
-704, -217, 611
-711, -275, 672
-691, -367, 692
-643, -383, 631
-561, -371, 566
-501, -331, 545
-492, -305, 493
-556, -244, 476
-594, -126, 521
-594, -126, 521
-640, 14, 554
-666, 93, 593
-710, 143, 600
-753, 191, 605
-794, 245, 580
-817, 286, 539
-817, 286, 539
-844, 303, 536
-821, 315, 539
-840, 315, 557
-879, 357, 556
-919, 428, 567
-949, 465, 565
-969, 471, 468
-969, 471, 468
-1036, 455, 464
-1037, 426, 518
-981, 404, 541
-986, 366, 634
-1016, 313, 668
-977, 289, 616
-981, 262, 561
-1011, 213, 522
-1015, 145, 544
-1015, 145, 544
-998, 67, 643
-952, -27, 735
-954, -80, 786
-941, -120, 832
-899, -144, 836
-808, -175, 773
-755, -236, 772
-733, -288, 782
-693, -317, 775
-693, -317, 775
-597, -324, 754
-489, -316, 755
-452, -349, 701
-500, -371, 774
-557, -367, 781
-571, -327, 747
-506, -238, 678
-,-,-
-800, 210, 439
-721, 188, 274
-686, 173, 171
-1078, 321, 428
-1036, 483, 971
-1036, 483, 971
-840, 504, 618
-955, 413, 637
-1088, 315, 632
-1051, 385, 572
-1146, 441, 571
-1185, 397, 600
-1077, 383, 607
-871, 399, 553
-896, 459, 654
-1142, 348, 638
-1142, 348, 638
-1281, 186, 448
-1194, 258, 609
-1141, 275, 566
-1048, 209, 605
-1030, 131, 558
-1037, -51, 558
-1035, -250, 717
-976, -331, 894
-976, -366, 978
-953, -447, 885
-884, -482, 838
-747, -473, 743
-644, -472, 662
-644, -472, 662
-664, -473, 742
-726, -527, 864
-637, -472, 864
-503, -483, 761
-433, -486, 760
-385, -438, 735
-326, -428, 645
-262, -420, 539
-167, -380, 506
-148, -238, 477
-264, -160, 404
-409, -127, 464
-396, -71, 478
-396, -71, 478
-427, -18, 521
-499, 31, 476
-585, 124, 470
-621, 222, 483
-591, 278, 517
-506, 333, 544
-506, 333, 544
-583, 459, 590
-778, 439, 684
-868, 438, 661
-955, 445, 666
